ProductId,ProductName,ProductType,Color,OrderQuantity,Size,Category,Country,Date,PurchasePrice,SellingPrice
2,Bike Bell,Accessory,Yellow,64,Large,Apparel,France,1/7/2019,133.47,178.44
5,Cycling Gloves,Accessory,Yellow,29,Medium,Apparel,Germany,7/21/2018,79.07,143.52
3,Bike Lights,Accessory,Blue,33,Medium,Apparel,Italy,8/7/2019,117.13,189.5
4,Water Bottle,Accessory,Green,53,Medium,Apparel,Spain,11/21/2021,82.83,306.34
4,Water Bottle,Accessory,Green,35,Medium,Apparel,Switzerland,3/30/2019,50.48,192.7
2,Bike Bell,Accessory,Green,68,Medium,Apparel,Sweden,8/5/2020,123.3,366.42
4,Water Bottle,Accessory,Blue,60,Large,Apparel,United Kingdom,6/17/2018,60.88,302.53
2,Bike Bell,Accessory,Red,41,Large,Apparel,Italy,1/29/2022,123.35,297.32
6,Bike Pump,Accessory,Red,26,Large,Apparel,Germany,4/25/2022,131.26,284.2
3,Bike Lights,Accessory,Green,59,Medium,Apparel,Spain,9/1/2021,139.4,273.41
2,Bike Bell,Accessory,Yellow,62,Medium,Apparel,Italy,8/9/2020,123.32,205.02
5,Cycling Gloves,Accessory,Blue,25,Medium,Apparel,Spain,7/10/2022,116.27,358.2
2,Bike Bell,Accessory,Yellow,36,Medium,Apparel,Spain,11/22/2022,106.64,280.6
1,Bike Lock,Accessory,Blue,39,Small,Apparel,Netherlands,6/26/2019,126.15,188.73
6,Bike Pump,Accessory,Yellow,38,Small,Apparel,Sweden,3/5/2020,101.79,342.65
1,Bike Lock,Accessory,Green,66,Large,Apparel,United Kingdom,12/3/2020,82.41,318.53
5,Cycling Gloves,Accessory,Green,61,Medium,Apparel,Italy,1/19/2020,67.38,304.76
2,Bike Bell,Accessory,Yellow,58,Large,Apparel,Sweden,12/8/2019,90.58,349.74
1,Bike Lock,Accessory,Green,57,Small,Apparel,Italy,4/17/2019,138.2,245.97
2,Bike Bell,Accessory,Blue,36,Medium,Apparel,Italy,8/1/2022,65.74,290.56
7,Cycling Jacket,Accessory,Blue,46,Large,Apparel,Sweden,9/7/2020,122.03,257.42
2,Bike Bell,Accessory,Blue,66,Small,Apparel,Spain,3/30/2018,133.34,131.17
6,Bike Pump,Accessory,Green,57,Small,Apparel,Spain,4/25/2018,53.92,282.37
5,Cycling Gloves,Accessory,Red,50,Small,Apparel,United Kingdom,2/8/2018,109.94,279.99
4,Water Bottle,Accessory,Yellow,63,Large,Apparel,Germany,12/16/2018,149.28,363.51
2,Bike Bell,Accessory,Blue,62,Large,Apparel,United Kingdom,9/12/2021,132.05,175.02
6,Bike Pump,Accessory,Yellow,46,Medium,Apparel,Germany,5/21/2018,142.24,289.05
2,Bike Bell,Accessory,Blue,31,Large,Apparel,Switzerland,10/29/2020,51.66,268.75
1,Bike Lock,Accessory,Red,36,Medium,Apparel,Italy,3/21/2018,97.59,294.06
6,Bike Pump,Accessory,Yellow,33,Medium,Apparel,Switzerland,1/3/2018,140.2,273.3
7,Cycling Jacket,Accessory,Yellow,27,Medium,Apparel,Sweden,7/2/2022,119.76,242.96
5,Cycling Gloves,Accessory,Blue,69,Small,Apparel,Sweden,6/6/2019,107.61,242.01
3,Bike Lights,Accessory,Red,63,Large,Apparel,France,1/23/2019,137.68,237.38
5,Cycling Gloves,Accessory,Yellow,32,Medium,Apparel,Netherlands,2/25/2019,101.98,228.13
1,Bike Lock,Accessory,Green,34,Large,Apparel,Switzerland,6/20/2019,92.61,285.98
3,Bike Lights,Accessory,Blue,68,Medium,Apparel,Sweden,2/4/2021,89.75,181.02
5,Cycling Gloves,Accessory,Yellow,60,Large,Apparel,Netherlands,3/29/2021,98.38,396.84
2,Bike Bell,Accessory,Red,67,Small,Apparel,Spain,5/23/2022,61.91,188.19
5,Cycling Gloves,Accessory,Blue,50,Medium,Apparel,France,6/11/2021,128.61,345.23
6,Bike Pump,Accessory,Red,25,Small,Apparel,Switzerland,8/23/2020,130.44,351.4
3,Bike Lights,Accessory,Yellow,39,Large,Apparel,Switzerland,1/23/2022,87.08,292.48
6,Bike Pump,Accessory,Yellow,58,Medium,Apparel,Spain,4/28/2018,78.65,389.97
1,Bike Lock,Accessory,Blue,37,Small,Apparel,United Kingdom,11/27/2020,135.06,380.96
7,Cycling Jacket,Accessory,Red,63,Medium,Apparel,Spain,6/13/2021,101.05,317.07
2,Bike Bell,Accessory,Green,66,Large,Apparel,Switzerland,7/20/2019,50.03,168.3
4,Water Bottle,Accessory,Red,50,Large,Apparel,Italy,2/18/2022,108.61,267.38
3,Bike Lights,Accessory,Blue,60,Large,Apparel,United Kingdom,7/29/2022,141.5,220.73
2,Bike Bell,Accessory,Yellow,54,Large,Apparel,Spain,6/19/2019,142.97,283.1
1,Bike Lock,Accessory,Green,60,Large,Apparel,United Kingdom,8/28/2018,57.24,205.92
4,Water Bottle,Accessory,Yellow,49,Large,Apparel,Netherlands,4/1/2022,106.32,336.74
4,Water Bottle,Accessory,Yellow,62,Large,Apparel,Italy,6/13/2019,136.2,257.54
7,Cycling Jacket,Accessory,Green,39,Large,Apparel,Switzerland,10/9/2019,117.69,188.23
5,Cycling Gloves,Accessory,Yellow,25,Large,Apparel,Italy,8/12/2019,120.08,197.42
6,Bike Pump,Accessory,Green,46,Small,Apparel,Netherlands,9/2/2020,57.6,381.13
5,Cycling Gloves,Accessory,Blue,42,Small,Apparel,Sweden,1/25/2019,68.28,330.19
6,Bike Pump,Accessory,Green,40,Small,Apparel,Germany,2/20/2019,137.27,181.86
7,Cycling Jacket,Accessory,Red,31,Large,Apparel,Sweden,9/20/2021,61.99,146.58
1,Bike Lock,Accessory,Yellow,55,Small,Apparel,United Kingdom,12/10/2022,87.12,211.74
7,Cycling Jacket,Accessory,Red,57,Large,Apparel,Spain,3/27/2021,78.03,186.08
7,Cycling Jacket,Accessory,Yellow,52,Large,Apparel,Netherlands,10/26/2020,97.83,273.71
7,Cycling Jacket,Accessory,Green,36,Large,Apparel,Sweden,11/27/2020,95.72,158.1
1,Bike Lock,Accessory,Green,25,Large,Apparel,Netherlands,7/26/2018,117.41,229.34
7,Cycling Jacket,Accessory,Green,41,Medium,Apparel,Sweden,7/6/2019,68.72,197.28
2,Bike Bell,Accessory,Green,56,Medium,Apparel,Netherlands,3/21/2022,92.39,240.25
3,Bike Lights,Accessory,Red,53,Large,Apparel,Germany,3/25/2021,67.99,161.06
3,Bike Lights,Accessory,Blue,40,Medium,Apparel,Spain,2/6/2019,105.53,360.48
7,Cycling Jacket,Accessory,Yellow,25,Medium,Apparel,Netherlands,10/6/2022,67.66,262.39
3,Bike Lights,Accessory,Red,60,Small,Apparel,Spain,7/22/2018,135.85,138.12
7,Cycling Jacket,Accessory,Green,41,Medium,Apparel,Netherlands,7/10/2020,97.65,298.21
3,Bike Lights,Accessory,Yellow,60,Small,Apparel,France,12/6/2019,105.75,347.75
3,Bike Lights,Accessory,Green,68,Medium,Apparel,Spain,3/25/2021,146.31,179.71
3,Bike Lights,Accessory,Yellow,68,Large,Apparel,Italy,7/4/2020,101.04,338.05
3,Bike Lights,Accessory,Yellow,54,Large,Apparel,Netherlands,12/10/2018,113.17,164.83
5,Cycling Gloves,Accessory,Green,61,Small,Apparel,Spain,6/12/2018,90.48,374.45
3,Bike Lights,Accessory,Green,45,Medium,Apparel,Switzerland,5/24/2021,115.3,320.37
7,Cycling Jacket,Accessory,Blue,48,Small,Apparel,Switzerland,7/11/2020,124.79,268.26
7,Cycling Jacket,Accessory,Blue,26,Small,Apparel,Italy,5/31/2019,62.5,189.52
4,Water Bottle,Accessory,Red,31,Medium,Apparel,France,8/27/2020,59.56,382.62
5,Cycling Gloves,Accessory,Green,30,Small,Apparel,Switzerland,6/22/2018,60.39,294.98
2,Bike Bell,Accessory,Red,43,Small,Apparel,Spain,12/14/2020,94.32,159.76
6,Bike Pump,Accessory,Green,47,Large,Apparel,Sweden,9/2/2020,136.04,214.43
4,Water Bottle,Accessory,Yellow,33,Large,Apparel,Sweden,12/29/2018,146.95,316.85
6,Bike Pump,Accessory,Red,65,Medium,Apparel,Germany,9/13/2020,103.38,374.95
3,Bike Lights,Accessory,Blue,48,Medium,Apparel,France,1/22/2018,91.22,167.82
3,Bike Lights,Accessory,Green,55,Small,Apparel,Sweden,10/4/2020,103.51,314.14
7,Cycling Jacket,Accessory,Green,52,Small,Apparel,France,6/20/2022,129.8,289.18
4,Water Bottle,Accessory,Yellow,60,Small,Apparel,Switzerland,1/4/2022,93.71,193.72
3,Bike Lights,Accessory,Green,30,Large,Apparel,United Kingdom,4/15/2022,92.22,190.88
6,Bike Pump,Accessory,Blue,59,Small,Apparel,Italy,10/14/2022,130.88,238.55
3,Bike Lights,Accessory,Blue,32,Medium,Apparel,Sweden,7/12/2019,113.69,294.88
1,Bike Lock,Accessory,Green,34,Medium,Apparel,Italy,1/16/2019,54.96,272.12
2,Bike Bell,Accessory,Red,70,Medium,Apparel,Spain,7/4/2018,93.84,127.26
2,Bike Bell,Accessory,Yellow,46,Large,Apparel,Netherlands,10/17/2020,92.02,341.07
7,Cycling Jacket,Accessory,Green,27,Medium,Apparel,France,10/27/2018,83.02,356.98
1,Bike Lock,Accessory,Yellow,59,Small,Apparel,United Kingdom,9/20/2022,97.01,177.85
1,Bike Lock,Accessory,Red,70,Small,Apparel,Germany,6/26/2020,74.9,337.09
4,Water Bottle,Accessory,Green,31,Medium,Apparel,Switzerland,8/26/2020,102.11,395.08
2,Bike Bell,Accessory,Green,65,Medium,Apparel,Italy,1/30/2021,122.82,329.8
6,Bike Pump,Accessory,Red,44,Small,Apparel,Germany,11/4/2022,69.87,369.07
6,Bike Pump,Accessory,Yellow,52,Small,Apparel,Italy,7/20/2019,82.45,171.02
1,Bike Lock,Accessory,Green,27,Small,Apparel,Spain,11/10/2021,108.11,314.96
2,Bike Bell,Accessory,Red,35,Medium,Apparel,France,11/25/2019,99.99,313.63
6,Bike Pump,Accessory,Blue,34,Medium,Apparel,Sweden,9/15/2018,120.13,342.65
5,Cycling Gloves,Accessory,Red,66,Large,Apparel,Germany,6/17/2020,125.67,346.52
4,Water Bottle,Accessory,Yellow,47,Large,Apparel,Sweden,3/22/2018,122.44,193.94
3,Bike Lights,Accessory,Green,59,Large,Apparel,Netherlands,1/18/2019,119.7,177.19
4,Water Bottle,Accessory,Red,42,Large,Apparel,Spain,10/29/2022,136.77,289.64
2,Bike Bell,Accessory,Red,53,Large,Apparel,Sweden,1/22/2020,79.57,197.42
5,Cycling Gloves,Accessory,Blue,49,Medium,Apparel,Netherlands,6/23/2021,123.37,367.81
6,Bike Pump,Accessory,Yellow,29,Large,Apparel,Germany,3/4/2020,115.83,273.21
2,Bike Bell,Accessory,Red,64,Large,Apparel,Italy,10/22/2019,78.31,237.7
6,Bike Pump,Accessory,Blue,29,Small,Apparel,France,1/1/2019,54.38,382.89
4,Water Bottle,Accessory,Yellow,37,Large,Apparel,Switzerland,9/9/2022,59.88,282.03
5,Cycling Gloves,Accessory,Red,69,Small,Apparel,Italy,3/29/2019,109.03,138.5
6,Bike Pump,Accessory,Green,56,Large,Apparel,France,8/16/2020,142.84,353.82
6,Bike Pump,Accessory,Red,51,Large,Apparel,United Kingdom,4/30/2018,132.2,343.42
1,Bike Lock,Accessory,Red,44,Large,Apparel,Italy,11/29/2020,57.79,184.37
2,Bike Bell,Accessory,Blue,59,Large,Apparel,Germany,9/7/2021,88.53,178.11
6,Bike Pump,Accessory,Yellow,60,Large,Apparel,Netherlands,7/31/2021,91.52,154.02
6,Bike Pump,Accessory,Green,52,Large,Apparel,Switzerland,1/5/2019,138.28,170.87
2,Bike Bell,Accessory,Green,59,Medium,Apparel,Netherlands,12/23/2019,149.84,246.83
4,Water Bottle,Accessory,Blue,65,Medium,Apparel,Germany,5/31/2021,93.06,324.61
7,Cycling Jacket,Accessory,Yellow,60,Small,Apparel,Sweden,7/15/2020,142.61,194.87
6,Bike Pump,Accessory,Green,27,Small,Apparel,Spain,11/26/2020,148.3,288.83
3,Bike Lights,Accessory,Blue,39,Small,Apparel,United Kingdom,4/30/2022,71.48,211.6
1,Bike Lock,Accessory,Blue,54,Medium,Apparel,Germany,1/22/2020,85.57,163.06
7,Cycling Jacket,Accessory,Green,44,Medium,Apparel,Italy,3/22/2019,59.19,234.94
2,Bike Bell,Accessory,Green,56,Small,Apparel,Italy,3/26/2021,132.57,314.64
6,Bike Pump,Accessory,Green,61,Medium,Apparel,Netherlands,4/28/2022,88.15,339.53
4,Water Bottle,Accessory,Yellow,32,Small,Apparel,France,8/29/2021,136.98,187.35
3,Bike Lights,Accessory,Blue,58,Small,Apparel,Netherlands,11/3/2018,54.12,273.48
1,Bike Lock,Accessory,Blue,68,Medium,Apparel,Italy,7/1/2020,123.16,233.04
3,Bike Lights,Accessory,Yellow,50,Medium,Apparel,France,9/1/2020,64.8,217.45
1,Bike Lock,Accessory,Yellow,50,Large,Apparel,Spain,9/25/2018,100.18,337.8
2,Bike Bell,Accessory,Blue,56,Small,Apparel,Germany,2/23/2021,89.53,282.12
3,Bike Lights,Accessory,Yellow,52,Medium,Apparel,Italy,7/3/2018,82.34,379.14
3,Bike Lights,Accessory,Green,47,Small,Apparel,France,9/4/2021,69.05,219.74
3,Bike Lights,Accessory,Yellow,64,Small,Apparel,Spain,6/30/2021,132.16,345.77
7,Cycling Jacket,Accessory,Red,39,Large,Apparel,Italy,4/1/2022,69.97,227.8
1,Bike Lock,Accessory,Red,40,Medium,Apparel,United Kingdom,11/15/2022,144.89,379.85
6,Bike Pump,Accessory,Blue,32,Small,Apparel,Germany,11/11/2019,80.51,254.58
5,Cycling Gloves,Accessory,Red,58,Medium,Apparel,Spain,6/29/2021,125.04,275.92
5,Cycling Gloves,Accessory,Blue,67,Large,Apparel,United Kingdom,5/4/2018,102.68,195.25
5,Cycling Gloves,Accessory,Yellow,42,Large,Apparel,Italy,1/18/2018,55.31,305.06
3,Bike Lights,Accessory,Red,67,Medium,Apparel,Italy,11/6/2022,135.21,306.53
7,Cycling Jacket,Accessory,Green,66,Medium,Apparel,Italy,11/7/2020,88.65,394.44
7,Cycling Jacket,Accessory,Red,63,Small,Apparel,Sweden,10/22/2020,103.16,176.26
2,Bike Bell,Accessory,Red,58,Medium,Apparel,Spain,3/5/2022,80.49,259.73
6,Bike Pump,Accessory,Red,47,Large,Apparel,United Kingdom,10/23/2020,85.54,208.14
3,Bike Lights,Accessory,Blue,49,Small,Apparel,United Kingdom,3/2/2018,139.04,349.09
3,Bike Lights,Accessory,Yellow,50,Small,Apparel,Germany,2/22/2020,115.69,149.14
5,Cycling Gloves,Accessory,Yellow,34,Large,Apparel,Netherlands,5/24/2021,92.65,210.91
2,Bike Bell,Accessory,Blue,38,Medium,Apparel,Germany,11/1/2021,115.25,284.78
6,Bike Pump,Accessory,Blue,70,Medium,Apparel,Spain,5/30/2020,139.86,375.13
1,Bike Lock,Accessory,Blue,60,Large,Apparel,Netherlands,1/13/2019,103.3,322.85
1,Bike Lock,Accessory,Yellow,45,Large,Apparel,United Kingdom,4/22/2020,138.01,238.86
7,Cycling Jacket,Accessory,Red,65,Small,Apparel,Germany,5/15/2022,143.33,200.29
2,Bike Bell,Accessory,Blue,26,Small,Apparel,Germany,7/1/2019,126.24,293.29
6,Bike Pump,Accessory,Yellow,26,Large,Apparel,Spain,9/3/2020,85.93,314.24
6,Bike Pump,Accessory,Blue,48,Small,Apparel,Spain,8/28/2020,68.4,231.55
2,Bike Bell,Accessory,Blue,27,Large,Apparel,Switzerland,7/7/2019,90.86,391.42
6,Bike Pump,Accessory,Green,37,Medium,Apparel,Sweden,6/18/2020,125.78,143.19
2,Bike Bell,Accessory,Green,52,Medium,Apparel,Switzerland,2/14/2022,90.49,136.5
5,Cycling Gloves,Accessory,Red,61,Medium,Apparel,France,11/29/2022,109.38,269.44
4,Water Bottle,Accessory,Red,27,Large,Apparel,Switzerland,1/6/2021,137.78,192.57
4,Water Bottle,Accessory,Yellow,58,Medium,Apparel,United Kingdom,1/24/2019,126.52,389.71
3,Bike Lights,Accessory,Blue,43,Medium,Apparel,France,6/9/2021,96.13,241.18
7,Cycling Jacket,Accessory,Blue,66,Medium,Apparel,Spain,8/20/2018,95.17,323.73
4,Water Bottle,Accessory,Yellow,45,Small,Apparel,Germany,4/23/2021,95.09,174.19
3,Bike Lights,Accessory,Red,45,Small,Maintenance,Spain,6/20/2022,119.17,374.47
1,Bike Lock,Accessory,Blue,70,Medium,Maintenance,Switzerland,12/8/2020,94.94,224.81
5,Cycling Gloves,Accessory,Blue,49,Small,Maintenance,Spain,11/18/2019,54.39,171.99
2,Bike Bell,Accessory,Green,70,Large,Maintenance,Sweden,2/4/2022,55.13,209.72
2,Bike Bell,Accessory,Red,32,Medium,Maintenance,United Kingdom,1/8/2018,139.85,389.12
4,Water Bottle,Accessory,Blue,56,Small,Maintenance,Sweden,12/13/2022,104.35,126.58
5,Cycling Gloves,Accessory,Blue,67,Large,Maintenance,France,6/12/2018,97.57,237.79
3,Bike Lights,Accessory,Blue,64,Small,Maintenance,France,3/2/2019,112.86,350.53
1,Bike Lock,Accessory,Green,66,Small,Maintenance,United Kingdom,3/8/2018,84.9,164.98
1,Bike Lock,Accessory,Blue,31,Medium,Maintenance,United Kingdom,10/8/2021,91.7,174.02
6,Bike Pump,Accessory,Green,62,Medium,Maintenance,United Kingdom,4/23/2022,86.02,134.86
4,Water Bottle,Accessory,Yellow,29,Small,Maintenance,United Kingdom,5/13/2018,125.84,356.91
1,Bike Lock,Accessory,Blue,69,Large,Maintenance,Germany,4/27/2020,135.94,215.53
1,Bike Lock,Accessory,Yellow,31,Large,Maintenance,Italy,12/19/2020,107.14,394.32
6,Bike Pump,Accessory,Green,63,Medium,Maintenance,Switzerland,8/12/2019,143.39,396.23
5,Cycling Gloves,Accessory,Yellow,61,Medium,Maintenance,Sweden,9/23/2018,149.5,222.31
7,Cycling Jacket,Accessory,Red,36,Small,Maintenance,Germany,8/18/2019,138.37,189
1,Bike Lock,Accessory,Yellow,54,Medium,Maintenance,Germany,10/3/2022,112.55,157.43
1,Bike Lock,Accessory,Blue,46,Large,Maintenance,France,3/11/2019,84.97,346.66
3,Bike Lights,Accessory,Red,41,Small,Maintenance,Netherlands,11/3/2020,129.02,209.64
6,Bike Pump,Accessory,Blue,46,Small,Maintenance,France,6/15/2021,84.14,324.21
3,Bike Lights,Accessory,Blue,46,Medium,Maintenance,France,8/29/2020,142.23,256.75
2,Bike Bell,Accessory,Yellow,65,Large,Maintenance,Sweden,11/18/2019,96.06,362.94
1,Bike Lock,Accessory,Blue,58,Large,Maintenance,France,10/9/2019,79.93,324.37
6,Bike Pump,Accessory,Blue,46,Medium,Maintenance,Italy,12/26/2019,129.95,369.21
7,Cycling Jacket,Accessory,Yellow,26,Small,Maintenance,Spain,12/30/2020,83.92,228.19
5,Cycling Gloves,Accessory,Red,32,Medium,Maintenance,Netherlands,12/15/2021,136.46,331.67
4,Water Bottle,Accessory,Blue,30,Large,Maintenance,United Kingdom,7/14/2020,99.71,190.35
3,Bike Lights,Accessory,Red,36,Medium,Maintenance,Germany,5/12/2022,61.22,340.86
5,Cycling Gloves,Accessory,Green,26,Medium,Maintenance,Germany,11/12/2018,129.9,373.86
6,Bike Pump,Accessory,Blue,58,Small,Maintenance,Italy,4/25/2022,81.04,215.02
6,Bike Pump,Accessory,Red,27,Medium,Maintenance,Italy,12/5/2020,95.94,321.26
1,Bike Lock,Accessory,Red,68,Small,Maintenance,Sweden,11/14/2019,134.81,364.77
5,Cycling Gloves,Accessory,Blue,67,Medium,Maintenance,United Kingdom,4/3/2022,124.56,131.18
2,Bike Bell,Accessory,Red,37,Medium,Maintenance,Sweden,5/2/2022,78.66,271.38
2,Bike Bell,Accessory,Blue,35,Large,Maintenance,Italy,6/29/2021,77.36,129.2
3,Bike Lights,Accessory,Blue,60,Small,Maintenance,United Kingdom,12/13/2021,81.85,163.93
1,Bike Lock,Accessory,Blue,44,Small,Maintenance,France,6/27/2020,111.33,218.15
4,Water Bottle,Accessory,Yellow,68,Small,Maintenance,Switzerland,6/26/2018,55.05,230.49
6,Bike Pump,Accessory,Green,63,Medium,Maintenance,Sweden,11/14/2021,139.13,298.1
3,Bike Lights,Accessory,Yellow,37,Large,Maintenance,Italy,12/28/2020,121.29,309.49
2,Bike Bell,Accessory,Yellow,30,Medium,Maintenance,Italy,8/17/2020,131.29,377.91
6,Bike Pump,Accessory,Blue,66,Large,Maintenance,Germany,4/20/2019,121.02,252.98
3,Bike Lights,Accessory,Green,48,Medium,Maintenance,Netherlands,9/24/2021,89.21,317.39
4,Water Bottle,Accessory,Blue,26,Medium,Maintenance,Sweden,9/7/2020,56.54,156.04
7,Cycling Jacket,Accessory,Red,47,Medium,Maintenance,Switzerland,7/30/2018,110.44,160.03
5,Cycling Gloves,Accessory,Yellow,66,Small,Maintenance,Switzerland,8/2/2020,57.09,208.08
5,Cycling Gloves,Accessory,Green,40,Small,Maintenance,Italy,2/26/2020,104.79,392.82
7,Cycling Jacket,Accessory,Blue,69,Small,Maintenance,Netherlands,6/10/2020,109.1,340.69
6,Bike Pump,Accessory,Red,67,Large,Maintenance,Sweden,3/21/2021,57.79,380.99
5,Cycling Gloves,Accessory,Green,54,Medium,Maintenance,Spain,6/30/2020,82.54,151.85
1,Bike Lock,Accessory,Green,63,Medium,Maintenance,Switzerland,4/29/2022,60.87,348.87
6,Bike Pump,Accessory,Blue,67,Large,Maintenance,France,10/12/2018,56.15,184.84
2,Bike Bell,Accessory,Blue,53,Small,Maintenance,Sweden,3/29/2021,103.13,232.25
6,Bike Pump,Accessory,Yellow,45,Large,Maintenance,United Kingdom,10/23/2021,79.97,343.45
3,Bike Lights,Accessory,Blue,30,Medium,Maintenance,Switzerland,11/11/2020,108.27,293.16
1,Bike Lock,Accessory,Red,48,Medium,Maintenance,Netherlands,1/2/2018,140.11,391.17
7,Cycling Jacket,Accessory,Yellow,26,Medium,Maintenance,Netherlands,3/18/2020,73.52,318.11
4,Water Bottle,Accessory,Blue,52,Large,Maintenance,Spain,8/30/2020,104.51,307.18
4,Water Bottle,Accessory,Blue,48,Small,Maintenance,Spain,11/23/2022,134,167.42
1,Bike Lock,Accessory,Blue,66,Small,Maintenance,Switzerland,9/23/2020,51.57,323.37
2,Bike Bell,Accessory,Blue,66,Medium,Maintenance,Switzerland,6/4/2022,130.59,361.54
5,Cycling Gloves,Accessory,Blue,52,Medium,Maintenance,Germany,12/29/2019,105.21,248.76
5,Cycling Gloves,Accessory,Yellow,25,Large,Maintenance,United Kingdom,4/30/2019,107.79,357.87
5,Cycling Gloves,Accessory,Red,48,Large,Maintenance,Netherlands,9/16/2020,53.35,135.41
4,Water Bottle,Accessory,Yellow,69,Large,Maintenance,United Kingdom,12/14/2020,58.01,325.8
1,Bike Lock,Accessory,Green,58,Large,Maintenance,Italy,8/25/2020,138.99,149.32
1,Bike Lock,Accessory,Green,46,Medium,Maintenance,Sweden,7/18/2020,103.5,127.97
3,Bike Lights,Accessory,Green,43,Small,Maintenance,United Kingdom,5/8/2021,78.92,134.71
6,Bike Pump,Accessory,Red,55,Medium,Maintenance,United Kingdom,9/6/2021,107.81,282.54
4,Water Bottle,Accessory,Green,30,Small,Maintenance,United Kingdom,5/25/2022,62.68,146.14
5,Cycling Gloves,Accessory,Blue,42,Large,Maintenance,Italy,2/27/2022,77.52,195.66
6,Bike Pump,Accessory,Blue,34,Medium,Maintenance,United Kingdom,12/26/2018,115.92,226.69
2,Bike Bell,Accessory,Blue,58,Medium,Maintenance,Spain,6/22/2018,136.2,219.28
7,Cycling Jacket,Accessory,Blue,51,Large,Maintenance,Spain,6/20/2020,127.04,190.44
6,Bike Pump,Accessory,Red,47,Small,Maintenance,Italy,8/6/2022,55.43,197.71
4,Water Bottle,Accessory,Yellow,50,Large,Maintenance,Germany,3/21/2022,97.62,255.97
6,Bike Pump,Accessory,Red,49,Medium,Maintenance,Switzerland,11/18/2022,97.46,164.92
7,Cycling Jacket,Accessory,Red,53,Large,Maintenance,France,12/21/2020,88.2,211.81
6,Bike Pump,Accessory,Green,47,Medium,Maintenance,United Kingdom,8/28/2021,145.62,243.74
3,Bike Lights,Accessory,Blue,31,Large,Maintenance,Germany,8/2/2020,75.53,285.65
3,Bike Lights,Accessory,Red,68,Small,Maintenance,France,1/26/2021,119.03,174.48
1,Bike Lock,Accessory,Blue,51,Large,Maintenance,Netherlands,7/2/2020,59.77,153.57
3,Bike Lights,Accessory,Blue,41,Large,Maintenance,France,7/8/2018,69.31,131.52
6,Bike Pump,Accessory,Yellow,32,Large,Maintenance,Spain,10/20/2022,120.81,157.99
7,Cycling Jacket,Accessory,Green,66,Medium,Maintenance,Spain,8/16/2018,106.61,390.97
4,Water Bottle,Accessory,Green,67,Medium,Maintenance,Switzerland,7/21/2019,143.62,300.66
2,Bike Bell,Accessory,Red,29,Medium,Maintenance,Netherlands,3/6/2020,77.73,142.16
7,Cycling Jacket,Accessory,Blue,41,Large,Maintenance,Switzerland,2/15/2019,67.79,144.08
4,Water Bottle,Accessory,Yellow,31,Large,Maintenance,Italy,3/24/2019,64.39,336.39
3,Bike Lights,Accessory,Yellow,31,Small,Maintenance,United Kingdom,1/30/2022,53.49,144.36
4,Water Bottle,Accessory,Green,34,Small,Maintenance,Switzerland,3/19/2018,115.29,125.24
6,Bike Pump,Accessory,Yellow,46,Medium,Maintenance,Sweden,11/21/2020,140.46,283.03
4,Water Bottle,Accessory,Red,29,Large,Maintenance,Sweden,11/12/2021,104.01,125.91
5,Cycling Gloves,Accessory,Green,47,Large,Maintenance,Italy,4/24/2018,83.34,208.28
7,Cycling Jacket,Accessory,Blue,46,Small,Maintenance,United Kingdom,4/19/2022,58.05,251.4
5,Cycling Gloves,Accessory,Red,27,Large,Maintenance,Switzerland,9/5/2019,146.75,306.7
6,Bike Pump,Accessory,Blue,47,Small,Maintenance,Germany,6/15/2020,98.65,368.43
2,Bike Bell,Accessory,Red,26,Large,Maintenance,Switzerland,9/28/2020,121.97,288.06
6,Bike Pump,Accessory,Red,44,Small,Maintenance,Sweden,7/21/2022,99.97,390.36
3,Bike Lights,Accessory,Blue,28,Large,Maintenance,Italy,4/10/2020,83.77,323.28
6,Bike Pump,Accessory,Blue,58,Small,Maintenance,Spain,11/26/2022,95.84,311.47
1,Bike Lock,Accessory,Blue,34,Large,Maintenance,France,6/20/2021,98.89,130.24
6,Bike Pump,Accessory,Yellow,33,Large,Maintenance,Italy,9/22/2019,51.44,298.98
2,Bike Bell,Accessory,Blue,62,Small,Maintenance,Sweden,8/22/2018,56.4,349.8
7,Cycling Jacket,Accessory,Green,37,Small,Maintenance,Switzerland,2/20/2022,92.62,348.17
6,Bike Pump,Accessory,Red,61,Large,Maintenance,Germany,6/13/2022,104.59,213.44
2,Bike Bell,Accessory,Blue,46,Large,Maintenance,Switzerland,4/1/2022,56.32,200.32
3,Bike Lights,Accessory,Blue,60,Small,Maintenance,France,4/6/2021,66.5,192
7,Cycling Jacket,Accessory,Red,65,Small,Maintenance,Sweden,2/2/2018,111.24,338.86
1,Bike Lock,Accessory,Yellow,36,Large,Maintenance,United Kingdom,4/30/2021,142.61,319.35
7,Cycling Jacket,Accessory,Yellow,55,Medium,Maintenance,United Kingdom,8/3/2021,119.24,181.69
2,Bike Bell,Accessory,Red,36,Large,Maintenance,Sweden,1/4/2019,111.05,135.35
7,Cycling Jacket,Accessory,Red,44,Large,Maintenance,Germany,4/28/2019,84.79,126.26
1,Bike Lock,Accessory,Yellow,64,Large,Maintenance,Germany,1/10/2021,86.19,334.31
6,Bike Pump,Accessory,Yellow,38,Medium,Maintenance,Spain,6/20/2022,77.64,178.27
